rainfall_1h,rainfall_3h,rainfall_24h,humidity,temperature,wind_speed,month,is_rainy_season,elevation_m,distance_to_river_km,soil_type_encoded,rain_intensity,rain_persistence,saturation_index,drainage_score,heat_humidity,city_risk,label
0.0,0.0,0.0,89.3,7.4,21.07,5,0,6.097,0.6773,2,0.0,0.0,0.893,0.55,6.607,0.2,siaga
9.222,19.293,67.76,97.13,29.44,1.57,1,0,0.0,0.05,2,9.222,6.431,0.9713,1.0,28.596,0.85,waspada
20.802,49.77,179.747,67.76,6.46,20.88,3,0,3.057,0.5435,3,20.802,16.5901,0.6776,0.55,4.378,0.6,siaga
1.305,2.42,8.671,58.35,37.09,18.81,9,1,4.75,0.3972,2,1.305,0.8067,0.5835,0.05,21.639,0.45,siaga
5.237,13.805,61.912,79.35,34.41,2.4,2,0,7.945,0.05,2,5.237,4.6018,0.7935,0.15,27.304,0.2,siaga
91.227,124.245,253.389,59.72,25.92,26.46,8,1,0.0,0.1449,3,91.227,41.4149,0.5972,0.05,15.479,0.85,awas
18.621,37.94,121.879,78.97,25.66,22.45,8,1,0.0,0.1674,3,18.621,12.6468,0.7897,0.15,20.268,0.3,siaga
18.089,37.83,101.278,45.08,23.32,25.69,2,0,5.454,0.1936,2,18.089,12.61,0.4508,0.15,10.513,0.65,siaga
52.783,91.571,197.667,43.13,7.15,13.07,1,0,0.0,0.05,3,52.783,30.5236,0.4313,0.35,3.083,0.65,awas
0.0,0.0,0.0,95.22,23.91,14.07,2,0,0.0,0.3307,2,0.0,0.0,0.9522,0.15,22.768,0.45,siaga
70.603,125.476,260.989,32.3,19.95,23.91,10,0,4.351,0.4714,3,70.603,41.8253,0.323,0.55,6.444,0.3,siaga
10.479,18.094,56.042,36.58,6.3,8.15,6,1,0.0,0.1768,3,10.479,6.0314,0.3658,0.35,2.305,0.35,waspada
18.732,39.714,130.2,92.11,7.44,31.59,11,0,1.797,0.6968,3,18.732,13.2381,0.9211,0.15,6.849,0.7,awas
0.0,0.0,0.0,64.66,2.45,17.75,5,0,2.6,0.845,3,0.0,0.0,0.6466,0.15,1.582,0.8,siaga
40.687,89.218,181.786,63.95,21.56,22.53,4,0,3.989,0.5446,2,40.687,29.7392,0.6395,0.35,13.787,0.15,awas
0.0,0.0,0.0,71.07,20.6,13.86,9,1,9.043,0.4453,3,0.0,0.0,0.7107,0.15,14.638,0.85,siaga
6.942,11.687,55.846,67.07,31.76,21.7,10,0,5.081,0.5415,0,6.942,3.8956,0.6707,0.15,21.305,0.4,siaga
0.0,0.0,0.0,41.29,14.04,15.79,6,1,0.0,0.8679,2,0.0,0.0,0.4129,1.0,5.796,0.4,aman
47.616,103.203,277.113,57.67,5.19,32.99,11,0,4.728,0.2475,1,47.616,34.401,0.5767,0.55,2.995,0.3,siaga
6.297,12.006,41.814,90.29,14.64,28.67,8,1,1.564,0.2064,3,6.297,4.002,0.9029,0.55,13.222,0.25,siaga
0.0,0.0,0.0,93.36,10.22,19.99,12,0,11.175,0.747,3,0.0,0.0,0.9336,0.05,9.542,0.15,siaga
0.0,0.0,0.0,72.85,33.96,18.23,6,1,0.0,0.4408,2,0.0,0.0,0.7285,0.75,24.74,0.4,waspada
65.118,149.689,448.598,88.68,22.7,10.19,10,0,10.332,0.7117,2,65.118,49.8963,0.8868,0.15,20.126,0.2,awas
0.0,0.0,0.0,56.82,35.37,19.79,6,1,14.793,0.4409,2,0.0,0.0,0.5682,0.15,20.098,0.85,siaga
4.005,9.697,32.405,90.87,31.01,2.45,6,1,11.057,0.2736,3,4.005,3.2322,0.9087,0.55,28.179,0.75,siaga
10.609,22.096,56.8,53.21,28.84,28.02,10,0,0.0,0.0963,3,10.609,7.3653,0.5321,0.35,15.349,0.25,siaga
34.123,79.153,162.123,89.55,15.73,34.54,12,0,11.331,0.055,2,34.123,26.3843,0.8955,0.35,14.084,0.8,awas
0.0,0.0,0.0,61.85,27.54,31.24,10,0,7.321,0.1244,3,0.0,0.0,0.6185,0.35,17.036,0.3,waspada
80.85,133.013,267.661,45.4,32.98,17.61,2,0,5.456,1.0178,2,80.85,44.3378,0.454,0.55,14.971,0.2,siaga
0.0,0.0,0.0,56.76,6.92,31.25,10,0,0.0,0.09,2,0.0,0.0,0.5676,0.15,3.927,0.2,siaga
0.0,0.0,0.0,78.06,21.07,20.14,3,0,7.455,0.7308,2,0.0,0.0,0.7806,0.35,16.444,0.25,siaga
0.0,0.0,0.0,63.8,8.72,1.15,3,0,10.164,0.2335,3,0.0,0.0,0.638,0.15,5.563,0.75,siaga
7.393,12.205,35.971,75.84,27.14,18.38,11,0,0.0,0.05,2,7.393,4.0683,0.7584,0.15,20.586,0.15,siaga
0.0,0.0,0.0,84.37,7.82,31.06,12,0,9.931,0.3633,3,0.0,0.0,0.8437,0.15,6.601,0.25,siaga
0.0,0.0,0.0,37.03,6.21,22.32,2,0,0.0,0.2576,3,0.0,0.0,0.3703,0.55,2.299,0.5,waspada
139.262,231.694,492.76,35.11,32.09,25.89,5,0,4.898,0.1244,3,139.262,77.2315,0.3511,0.05,11.267,0.55,awas
0.0,0.0,0.0,38.09,23.45,8.57,1,0,0.0,0.2295,3,0.0,0.0,0.3809,0.35,8.933,0.4,waspada
0.0,0.0,0.0,31.92,3.44,19.55,9,1,9.23,0.159,0,0.0,0.0,0.3192,0.05,1.098,0.75,siaga
2.15,5.845,24.603,96.69,36.41,25.87,1,0,0.0,0.4916,2,2.15,1.9484,0.9669,0.15,35.206,0.4,siaga
0.0,0.0,0.0,48.39,25.39,13.01,8,1,8.129,0.531,2,0.0,0.0,0.4839,0.15,12.289,0.6,siaga
0.0,0.0,0.0,34.37,10.37,26.86,8,1,6.327,0.05,2,0.0,0.0,0.3437,0.55,3.564,0.6,waspada
3.608,8.255,24.379,59.35,25.79,26.17,12,0,1.117,0.1652,2,3.608,2.7518,0.5935,0.15,15.308,0.7,siaga
0.0,0.0,0.0,72.26,3.3,16.02,12,0,2.702,0.5909,3,0.0,0.0,0.7226,0.15,2.387,0.65,siaga
0.0,0.0,0.0,36.36,7.83,19.24,1,0,0.828,0.1907,3,0.0,0.0,0.3636,0.35,2.846,0.45,waspada
7.9,12.898,63.505,96.73,7.28,21.62,2,0,0.0,0.3897,3,7.9,4.2995,0.9673,0.75,7.038,0.3,siaga
84.032,162.879,336.802,55.78,37.89,22.71,2,0,0.0,0.448,3,84.032,54.2929,0.5578,0.05,21.138,0.65,awas
24.99,37.671,87.477,88.1,10.79,1.21,2,0,1.161,0.1138,3,24.99,12.5571,0.881,0.35,9.504,0.65,siaga
7.114,17.788,60.751,70.41,27.1,7.27,5,0,0.0,0.05,3,7.114,5.9292,0.7041,0.15,19.083,0.5,siaga
0.0,0.0,0.0,41.47,31.34,9.93,3,0,0.0,0.05,0,0.0,0.0,0.4147,0.05,12.994,0.2,siaga
0.0,0.0,0.0,92.11,7.33,18.13,10,0,7.762,0.6422,2,0.0,0.0,0.9211,0.55,6.748,0.85,siaga
0.0,0.0,0.0,66.92,11.26,11.22,8,1,3.53,0.101,3,0.0,0.0,0.6692,0.75,7.533,0.3,waspada
20.174,47.916,154.634,85.73,20.21,22.89,12,0,9.106,0.1389,3,20.174,15.9719,0.8573,0.75,17.322,0.7,siaga
21.972,39.759,123.171,40.9,21.76,21.36,1,0,13.723,0.7728,1,21.972,13.2531,0.409,0.55,8.9,0.5,siaga
9.436,21.462,68.248,70.4,31.85,8.57,2,0,0.0,0.2065,2,9.436,7.1539,0.704,0.05,22.423,0.3,siaga
30.036,54.85,129.008,48.95,27.13,24.81,10,0,10.326,0.3073,2,30.036,18.2834,0.4895,0.05,13.281,0.5,siaga
0.0,0.0,0.0,88.46,11.61,21.08,2,0,0.0,0.05,3,0.0,0.0,0.8846,0.35,10.27,0.55,siaga
3.348,9.663,41.496,30.34,24.24,6.45,9,1,0.319,0.3085,2,3.348,3.2211,0.3034,0.05,7.354,0.8,siaga
4.217,10.229,25.113,74.09,5.51,27.4,11,0,0.079,0.2625,3,4.217,3.4098,0.7409,0.55,4.084,0.75,siaga
0.0,0.0,0.0,60.33,15.46,14.34,11,0,5.11,0.7151,3,0.0,0.0,0.6033,0.55,9.328,0.8,waspada
5.066,9.63,25.673,91.66,33.29,11.81,9,1,8.097,0.1998,3,5.066,3.2101,0.9166,0.15,30.512,0.45,siaga
75.383,177.17,610.683,67.18,18.33,32.17,3,0,2.234,0.1737,2,75.383,59.0568,0.6718,0.35,12.315,0.15,awas
18.896,41.118,109.496,43.29,36.32,33.58,3,0,6.01,0.0713,3,18.896,13.7061,0.4329,0.55,15.72,0.8,siaga
0.0,0.0,0.0,60.69,25.63,22.14,9,1,9.458,0.446,2,0.0,0.0,0.6069,0.55,15.556,0.6,waspada
1.467,3.715,17.952,42.95,18.35,6.76,4,0,5.004,0.1879,2,1.467,1.2385,0.4295,0.35,7.881,0.25,waspada
0.0,0.0,0.0,33.86,32.35,27.19,10,0,1.627,0.0984,0,0.0,0.0,0.3386,0.15,10.955,0.5,waspada
0.0,0.0,0.0,78.4,28.46,30.05,8,1,6.176,0.923,1,0.0,0.0,0.784,0.15,22.314,0.6,siaga
0.0,0.0,0.0,33.87,4.53,32.06,4,0,0.0,0.05,1,0.0,0.0,0.3387,0.55,1.534,0.5,waspada
7.899,19.812,81.867,42.82,5.46,2.68,9,1,0.0,0.3462,3,7.899,6.6039,0.4282,0.15,2.339,0.85,siaga
1.803,2.861,6.413,93.72,20.26,9.01,1,0,0.0,0.1433,2,1.803,0.9537,0.9372,0.35,18.987,0.35,siaga
0.0,0.0,0.0,77.59,21.92,22.68,1,0,7.898,0.3862,2,0.0,0.0,0.7759,0.55,17.011,0.4,waspada
0.0,0.0,0.0,74.16,35.0,32.49,12,0,6.731,0.3728,3,0.0,0.0,0.7416,0.15,25.956,0.65,siaga
14.032,21.23,54.373,70.13,30.46,5.13,9,1,0.882,0.142,1,14.032,7.0766,0.7013,0.35,21.365,0.8,siaga
4.126,8.909,20.814,76.05,31.08,6.82,2,0,5.862,0.5507,2,4.126,2.9696,0.7605,0.15,23.637,0.75,siaga
7.394,14.417,33.8,51.9,14.79,31.44,4,0,0.0,0.0905,1,7.394,4.8056,0.519,0.05,7.675,0.7,siaga
0.0,0.0,0.0,48.42,21.91,17.11,12,0,7.443,0.593,2,0.0,0.0,0.4842,0.35,10.609,0.8,waspada
0.0,0.0,0.0,34.88,27.06,16.7,1,0,0.0,0.0864,3,0.0,0.0,0.3488,0.85,9.439,0.9,waspada
21.937,43.511,133.436,73.63,23.41,24.85,12,0,0.0,0.3259,3,21.937,14.5036,0.7363,0.75,17.239,0.15,siaga
0.0,0.0,0.0,73.43,8.87,22.0,2,0,6.145,0.1971,0,0.0,0.0,0.7343,0.55,6.511,0.85,waspada
4.094,6.304,30.432,95.71,19.53,26.47,6,1,9.085,0.4399,3,4.094,2.1013,0.9571,0.15,18.693,0.45,siaga
5.125,9.931,21.768,93.47,4.58,32.79,8,1,3.686,0.4847,1,5.125,3.3103,0.9347,0.85,4.278,0.5,waspada
14.911,35.021,105.518,84.49,27.48,21.15,6,1,9.568,0.05,2,14.911,11.6738,0.8449,1.0,23.215,0.1,waspada
0.0,0.0,0.0,65.68,14.65,30.91,5,0,8.831,0.1889,0,0.0,0.0,0.6568,0.55,9.621,0.55,waspada
14.676,22.496,50.217,84.1,26.19,20.64,7,1,12.06,0.1529,2,14.676,7.4988,0.841,0.75,22.023,0.35,waspada
0.0,0.0,0.0,75.35,26.41,11.13,6,1,8.805,0.05,3,0.0,0.0,0.7535,0.15,19.898,0.15,siaga
0.0,0.0,0.0,59.99,6.86,31.24,8,1,0.0,0.622,2,0.0,0.0,0.5999,0.15,4.116,0.65,siaga
23.681,48.707,117.158,94.89,18.38,10.04,11,0,6.211,0.2817,3,23.681,16.2357,0.9489,1.0,17.438,0.35,siaga
23.758,37.413,83.07,96.24,27.15,0.99,2,0,1.78,0.1481,3,23.758,12.4711,0.9624,0.55,26.13,0.2,siaga
0.0,0.0,0.0,85.25,33.61,18.06,11,0,4.828,0.5336,2,0.0,0.0,0.8525,0.35,28.651,0.5,siaga
8.974,21.092,78.494,45.78,12.78,21.7,1,0,0.0,0.1808,1,8.974,7.0306,0.4578,0.35,5.852,0.45,waspada
4.682,13.938,38.241,92.85,33.62,28.76,2,0,2.838,0.377,2,4.682,4.646,0.9285,0.35,31.221,0.35,siaga
0.0,0.0,0.0,42.77,11.51,1.42,8,1,1.378,0.05,2,0.0,0.0,0.4277,1.0,4.921,0.4,aman
0.0,0.0,0.0,68.03,26.91,0.03,10,0,2.584,0.3909,2,0.0,0.0,0.6803,0.35,18.305,0.15,waspada
0.0,0.0,0.0,83.69,18.24,0.24,10,0,2.604,0.05,3,0.0,0.0,0.8369,0.85,15.266,0.85,waspada
0.0,0.0,0.0,60.4,17.81,19.33,12,0,1.497,0.05,2,0.0,0.0,0.604,0.35,10.759,0.25,waspada
5.75,15.091,60.805,77.96,17.92,29.34,7,1,2.699,0.05,3,5.75,5.0303,0.7796,0.05,13.968,0.7,siaga
0.0,0.0,0.0,78.76,31.39,26.54,2,0,6.467,0.2879,2,0.0,0.0,0.7876,0.15,24.722,0.6,siaga
2.586,7.598,31.317,63.77,22.42,28.35,9,1,4.683,0.6685,0,2.586,2.5326,0.6377,0.15,14.294,0.1,siaga
9.864,18.554,55.883,82.05,21.56,18.23,3,0,11.017,0.1977,2,9.864,6.1846,0.8205,0.15,17.69,0.2,siaga
21.52,37.194,118.438,62.2,2.59,5.75,1,0,9.53,0.2013,2,21.52,12.3979,0.622,0.35,1.613,0.5,siaga
88.011,165.599,391.424,62.02,13.88,16.8,3,0,0.0,0.2317,3,88.011,55.1998,0.6202,0.05,8.61,0.55,awas
16.567,39.835,94.365,72.34,35.33,18.0,6,1,0.0,0.209,2,16.567,13.2784,0.7234,0.15,25.559,0.15,siaga
0.0,0.0,0.0,39.55,29.43,10.75,4,0,10.55,0.5623,3,0.0,0.0,0.3955,0.15,11.64,0.75,waspada
23.557,54.199,150.721,83.86,29.57,14.06,1,0,5.207,0.7322,2,23.557,18.0662,0.8386,0.15,24.794,0.8,awas
23.008,56.4,162.242,33.02,5.12,34.92,10,0,3.094,0.4343,2,23.008,18.8,0.3302,0.35,1.692,0.75,siaga
0.0,0.0,0.0,46.76,7.16,6.96,1,0,3.7,0.3038,2,0.0,0.0,0.4676,0.05,3.346,0.25,siaga
123.527,175.656,342.69,40.86,15.16,11.22,9,1,0.0,0.05,2,123.527,58.5521,0.4086,0.15,6.194,0.45,awas
3.618,8.623,18.844,37.23,8.83,33.78,8,1,4.885,0.4056,2,3.618,2.8742,0.3723,0.15,3.288,0.15,siaga
13.951,26.358,65.739,42.0,31.37,1.81,1,0,0.0,0.5781,3,13.951,8.7859,0.42,0.55,13.175,0.3,waspada
28.151,48.213,162.119,40.78,4.99,14.6,4,0,7.587,0.05,2,28.151,16.0712,0.4078,0.55,2.033,0.3,siaga
2.722,5.495,24.024,69.16,15.68,12.6,2,0,6.788,0.05,3,2.722,1.8316,0.6916,0.55,10.844,0.65,waspada
0.0,0.0,0.0,58.95,8.16,17.05,9,1,10.737,0.8403,2,0.0,0.0,0.5895,0.75,4.808,0.85,waspada
15.201,27.353,57.298,36.27,23.61,18.99,1,0,16.089,0.05,3,15.201,9.1176,0.3627,0.35,8.564,0.35,siaga
22.749,51.376,204.708,75.57,13.93,15.37,2,0,0.0,0.5585,3,22.749,17.1254,0.7557,0.75,10.523,0.85,siaga
15.333,35.569,128.001,73.4,19.11,18.02,12,0,0.0,0.6681,3,15.333,11.8562,0.734,0.15,14.026,0.25,siaga
97.851,174.155,399.823,69.38,22.65,5.86,11,0,0.0,0.7994,2,97.851,58.0515,0.6938,0.05,15.713,0.75,awas
0.0,0.0,0.0,47.01,27.81,30.67,2,0,7.595,0.487,2,0.0,0.0,0.4701,0.35,13.075,0.9,waspada
34.079,84.795,211.173,47.79,14.38,9.74,6,1,5.574,0.2493,3,34.079,28.2651,0.4779,0.15,6.871,0.4,awas
127.648,236.691,542.597,72.88,25.83,32.9,5,0,0.0,0.4833,2,127.648,78.8971,0.7288,0.35,18.829,0.75,awas
7.459,21.932,52.278,93.44,32.1,7.92,2,0,10.751,0.5155,2,7.459,7.3106,0.9344,0.05,29.995,0.35,siaga
15.06,26.708,54.249,74.41,22.24,22.71,2,0,0.295,0.0656,2,15.06,8.9028,0.7441,0.85,16.552,0.2,waspada
1.532,3.593,7.851,93.63,24.67,27.94,8,1,0.0,0.5307,0,1.532,1.1978,0.9363,0.55,23.093,0.55,siaga
0.0,0.0,0.0,72.69,29.67,18.84,11,0,5.41,0.3741,2,0.0,0.0,0.7269,0.15,21.564,0.25,siaga
2.677,5.782,23.458,72.22,19.13,14.48,8,1,0.635,0.1578,2,2.677,1.9275,0.7222,0.05,13.818,0.4,siaga
19.993,34.713,89.094,95.22,23.89,17.79,8,1,0.841,0.2466,3,19.993,11.5709,0.9522,0.15,22.75,0.5,awas
0.0,0.0,0.0,59.75,30.95,24.72,3,0,5.515,0.4771,3,0.0,0.0,0.5975,0.15,18.496,0.7,siaga
3.28,5.922,13.824,47.5,22.3,21.7,4,0,6.102,0.4638,2,3.28,1.9739,0.475,0.05,10.592,0.45,siaga
15.882,39.298,81.687,78.79,17.07,32.01,1,0,0.0,0.2012,0,15.882,13.0994,0.7879,0.05,13.448,0.8,awas
2.833,5.95,14.282,65.58,20.57,32.36,8,1,0.0,0.5518,2,2.833,1.9832,0.6558,0.75,13.489,0.2,waspada
6.649,15.073,51.605,85.28,26.07,30.84,5,0,5.338,0.2085,3,6.649,5.0244,0.8528,0.35,22.228,0.85,siaga
13.882,33.635,81.219,59.27,25.78,7.62,7,1,3.681,0.2368,2,13.882,11.2118,0.5927,0.35,15.279,0.15,siaga
2.477,4.988,19.689,64.69,23.1,1.26,7,1,5.409,0.4734,1,2.477,1.6627,0.6469,0.05,14.944,0.35,siaga
0.0,0.0,0.0,89.96,8.4,7.34,8,1,8.332,0.0567,2,0.0,0.0,0.8996,0.55,7.558,0.65,siaga
30.83,58.453,144.572,70.35,4.48,34.62,9,1,1.959,0.4184,3,30.83,19.4843,0.7035,0.05,3.153,0.3,awas
32.974,66.67,153.038,59.38,7.69,5.02,6,1,0.0,0.153,2,32.974,22.2233,0.5938,0.75,4.569,0.55,siaga
0.0,0.0,0.0,59.99,5.14,20.34,8,1,10.179,0.0733,1,0.0,0.0,0.5999,0.35,3.086,0.1,waspada
0.0,0.0,0.0,58.77,37.27,2.82,12,0,0.0,0.4882,3,0.0,0.0,0.5877,0.05,21.901,0.5,siaga
0.0,0.0,0.0,54.28,27.78,29.82,3,0,2.845,0.05,3,0.0,0.0,0.5428,0.35,15.08,0.8,waspada
0.0,0.0,0.0,41.72,11.5,32.54,8,1,0.0,0.05,2,0.0,0.0,0.4172,0.55,4.796,0.7,waspada
68.806,168.36,501.367,43.15,9.98,11.02,9,1,7.329,0.3038,3,68.806,56.12,0.4315,0.75,4.307,0.65,siaga
0.0,0.0,0.0,38.43,21.66,13.75,8,1,9.999,0.4409,3,0.0,0.0,0.3843,0.35,8.325,0.25,waspada
0.0,0.0,0.0,62.68,35.29,9.09,2,0,3.747,0.6924,3,0.0,0.0,0.6268,0.15,22.117,0.35,siaga
46.731,107.486,370.851,87.78,31.82,10.26,6,1,0.0,0.072,3,46.731,35.8286,0.8778,0.35,27.926,0.5,awas
0.0,0.0,0.0,91.89,27.03,6.34,4,0,0.91,0.05,1,0.0,0.0,0.9189,0.15,24.835,0.35,siaga
0.0,0.0,0.0,40.62,22.66,15.77,8,1,7.722,0.5326,0,0.0,0.0,0.4062,0.35,9.207,0.55,waspada
0.0,0.0,0.0,34.98,24.21,6.23,7,1,9.983,0.05,3,0.0,0.0,0.3498,0.05,8.47,0.65,siaga
0.0,0.0,0.0,76.7,24.38,31.68,8,1,0.752,0.05,2,0.0,0.0,0.767,0.35,18.703,0.75,siaga
0.0,0.0,0.0,92.24,28.2,18.15,9,1,0.0,0.6499,3,0.0,0.0,0.9224,0.75,26.015,0.1,waspada
68.902,164.471,423.985,51.62,33.15,16.92,8,1,2.395,0.3016,2,68.902,54.8236,0.5162,0.55,17.111,0.2,siaga
4.32,6.612,23.201,72.62,28.32,14.96,11,0,1.692,0.4762,3,4.32,2.2039,0.7262,0.15,20.568,0.5,siaga
0.0,0.0,0.0,62.26,15.79,8.93,1,0,0.0,0.2552,3,0.0,0.0,0.6226,0.35,9.83,0.25,waspada
28.91,56.401,130.346,69.5,19.06,0.22,6,1,6.86,0.4127,2,28.91,18.8003,0.695,0.35,13.249,0.65,siaga
7.715,19.753,98.507,57.48,2.7,18.78,3,0,6.076,0.0528,3,7.715,6.5842,0.5748,0.15,1.551,0.9,siaga
4.132,11.894,52.576,79.35,34.36,4.46,8,1,2.022,0.147,3,4.132,3.9646,0.7935,0.05,27.263,0.15,siaga
1.381,3.904,9.858,86.84,21.88,9.79,9,1,4.308,0.0704,3,1.381,1.3014,0.8684,0.75,19.005,0.55,siaga
0.0,0.0,0.0,42.92,29.04,2.16,9,1,2.242,0.5327,1,0.0,0.0,0.4292,0.15,12.465,0.9,siaga
127.917,172.097,260.572,76.17,8.68,2.49,7,1,0.0,0.1174,3,127.917,57.3658,0.7617,0.75,6.611,0.45,awas
0.0,0.0,0.0,47.39,22.04,34.17,3,0,2.478,0.2358,2,0.0,0.0,0.4739,0.15,10.445,0.15,siaga
16.097,32.335,111.104,74.56,21.33,27.41,11,0,5.008,0.05,2,16.097,10.7784,0.7456,0.35,15.905,0.25,siaga
9.201,14.082,41.265,42.7,7.39,18.58,5,0,0.0,0.1812,2,9.201,4.694,0.427,0.15,3.157,0.7,siaga
21.482,48.484,193.768,64.8,26.69,14.8,10,0,6.666,0.05,2,21.482,16.1614,0.648,0.55,17.297,0.5,siaga
0.0,0.0,0.0,49.66,32.84,24.5,5,0,0.269,0.05,2,0.0,0.0,0.4966,0.85,16.309,0.5,waspada
0.0,0.0,0.0,97.61,9.79,21.17,11,0,15.779,0.2913,2,0.0,0.0,0.9761,0.55,9.556,0.15,siaga
5.854,17.538,53.507,66.25,23.21,24.08,6,1,0.0,0.6833,2,5.854,5.8461,0.6625,0.35,15.379,0.75,siaga
8.052,17.068,66.044,84.27,20.73,9.05,8,1,4.044,0.5663,2,8.052,5.6892,0.8427,0.05,17.471,0.9,siaga
0.0,0.0,0.0,43.71,4.12,19.28,8,1,12.596,0.1841,2,0.0,0.0,0.4371,0.15,1.801,0.9,siaga
0.0,0.0,0.0,87.14,19.07,2.46,1,0,0.658,0.5715,1,0.0,0.0,0.8714,0.05,16.614,0.65,siaga
22.912,46.273,169.573,79.65,10.43,33.24,7,1,3.606,0.4922,1,22.912,15.4242,0.7965,0.75,8.312,0.35,siaga
12.127,24.762,82.183,51.34,36.28,17.02,9,1,11.328,0.2197,1,12.127,8.254,0.5134,0.05,18.627,0.7,siaga
0.0,0.0,0.0,38.08,12.22,17.92,6,1,1.666,0.5603,3,0.0,0.0,0.3808,0.75,4.655,0.3,waspada
6.815,19.579,56.971,51.77,20.79,7.88,1,0,5.973,0.8532,2,6.815,6.5264,0.5177,0.05,10.763,0.75,siaga
0.0,0.0,0.0,54.44,25.52,15.37,7,1,12.462,0.0858,2,0.0,0.0,0.5444,0.15,13.893,0.7,siaga
45.658,108.44,243.462,61.85,11.83,20.84,1,0,6.255,0.2216,2,45.658,36.1465,0.6185,0.15,7.318,0.5,awas
2.787,4.935,18.953,30.95,21.25,0.08,10,0,5.681,0.05,2,2.787,1.6449,0.3095,0.55,6.577,0.1,waspada
14.324,29.734,93.209,50.95,3.07,31.57,3,0,0.421,0.33,2,14.324,9.9115,0.5095,0.75,1.566,0.8,siaga
3.36,7.507,27.505,92.02,33.6,3.84,4,0,9.108,0.4732,2,3.36,2.5022,0.9202,0.85,30.922,0.7,waspada
0.0,0.0,0.0,40.13,14.03,20.44,7,1,0.0,0.05,3,0.0,0.0,0.4013,0.15,5.632,0.65,waspada
96.483,185.681,330.256,41.26,7.45,23.05,3,0,8.22,0.1912,2,96.483,61.8938,0.4126,0.05,3.072,0.35,awas
6.428,11.971,54.985,95.97,31.83,16.07,3,0,7.681,0.05,3,6.428,3.9902,0.9597,0.35,30.543,0.15,siaga
0.0,0.0,0.0,97.74,32.62,3.75,7,1,6.374,0.0924,2,0.0,0.0,0.9774,0.35,31.877,0.1,siaga
0.0,0.0,0.0,72.03,18.38,16.11,1,0,0.0,0.05,2,0.0,0.0,0.7203,0.15,13.239,0.55,siaga
0.0,0.0,0.0,89.67,20.57,4.27,8,1,0.572,0.7641,2,0.0,0.0,0.8967,0.35,18.441,0.3,siaga
17.484,38.888,130.772,82.59,16.9,29.77,2,0,7.732,0.0744,2,17.484,12.9626,0.8259,0.55,13.955,0.3,siaga
10.404,19.416,40.721,36.12,20.11,23.32,6,1,7.638,0.3512,2,10.404,6.4719,0.3612,0.15,7.266,0.2,siaga
0.0,0.0,0.0,79.35,11.08,9.93,12,0,8.09,0.05,3,0.0,0.0,0.7935,0.55,8.793,0.35,waspada
96.984,137.658,318.475,31.66,28.07,24.63,10,0,4.097,0.7201,2,96.984,45.886,0.3166,0.15,8.888,0.2,awas
0.0,0.0,0.0,89.59,12.92,5.7,7,1,5.908,0.284,0,0.0,0.0,0.8959,0.15,11.579,0.15,siaga
127.041,230.611,462.551,83.76,26.4,29.75,1,0,5.49,0.0749,1,127.041,76.8704,0.8376,0.35,22.117,0.4,awas
0.0,0.0,0.0,44.37,9.3,34.23,9,1,5.147,0.3177,2,0.0,0.0,0.4437,0.35,4.126,0.1,waspada
11.703,18.799,74.19,77.59,25.46,11.26,12,0,0.0,0.397,3,11.703,6.2663,0.7759,0.05,19.757,0.4,siaga
2.115,6.151,24.085,67.35,6.9,15.63,4,0,7.748,0.05,3,2.115,2.0503,0.6735,0.35,4.645,0.45,siaga
0.898,1.805,7.345,52.17,18.1,9.49,4,0,0.0,0.05,2,0.898,0.6017,0.5217,0.55,9.442,0.6,waspada
0.0,0.0,0.0,97.65,11.83,32.14,1,0,12.971,0.05,0,0.0,0.0,0.9765,0.35,11.548,0.55,siaga
0.0,0.0,0.0,89.17,17.0,30.87,2,0,0.0,0.05,2,0.0,0.0,0.8917,0.75,15.16,0.35,waspada
0.0,0.0,0.0,57.78,22.85,28.38,1,0,0.612,0.0935,3,0.0,0.0,0.5778,0.35,13.204,0.8,siaga
76.926,118.971,373.583,39.0,6.01,2.71,2,0,0.33,0.3955,2,76.926,39.6571,0.39,0.15,2.344,0.35,awas
0.0,0.0,0.0,79.44,10.8,29.91,6,1,5.557,0.4313,2,0.0,0.0,0.7944,0.15,8.583,0.9,siaga
0.0,0.0,0.0,53.28,18.0,13.08,12,0,4.744,0.6864,3,0.0,0.0,0.5328,0.15,9.588,0.5,siaga
1.953,3.94,14.86,71.61,10.85,31.54,10,0,11.729,0.372,2,1.953,1.3135,0.7161,0.35,7.772,0.55,siaga
0.0,0.0,0.0,52.89,4.53,28.15,8,1,3.73,0.4672,3,0.0,0.0,0.5289,0.55,2.394,0.1,waspada
0.0,0.0,0.0,80.72,34.73,23.86,3,0,1.887,0.1002,3,0.0,0.0,0.8072,0.35,28.039,0.4,siaga
7.017,11.691,30.28,32.48,4.58,15.51,4,0,4.337,0.5538,2,7.017,3.8971,0.3248,0.15,1.487,0.6,siaga
4.278,12.334,43.439,34.43,37.62,32.62,5,0,0.0,0.05,3,4.278,4.1112,0.3443,0.35,12.954,0.5,waspada
0.0,0.0,0.0,57.02,25.19,0.15,9,1,4.85,0.2291,3,0.0,0.0,0.5702,0.55,14.361,0.45,waspada
7.752,21.722,64.224,97.84,13.11,32.07,8,1,0.895,0.05,1,7.752,7.2405,0.9784,0.55,12.827,0.25,siaga
